,Sentiment,Message
1908,4, last tweet wrong still take calls night fact ready go adults
1909,0, copy report shlopy report
1910,0, much finals time thank god pcl open
1911,0, drodeh quit job im looking new one new house happy days
1912,4, jeffreyjones nah feel really rested today need one sure get one kids willing
1913,0, aww man julie get masterchef noodles sounded better justine hot
1914,0, leonorams guess win eye fi card last week evernote giveaway pretty rad video though http
1915,4, missxmarisa oh sounds like top movie really know hah
1916,0, angelus sex wants nibble arm hair
1917,0, sega give
1918,0, omg dont think want talk sound close home years ago
1919,0, thirtytwograpes saw live nearly cried
1920,0, sektion eviler things store seriously
1921,4, caaroliinaa hahaha u ilyyy
1922,0, cried watching oprah
1923,0, feeling worse minute coughing flem every minutes trooper still work
1924,4, blckbettyboop heard
1925,0, goodmorning hope good day
1926,4, superkaylo p bitch love
1927,4, miketon potty trained accidents occur nice carpet recommended
1928,4, quot las vegas vancouver departed may pm quot much longer nowww
1929,4, saturday study finals get hair done twitter blog sleep life away sounds like good ass day
1930,4, thefestival tomhayton l come say
1931,0, urge get iphone attempting peak love palm pre lacking many apps simple landscape keybrd video rec argh
1932,4, must_follow javatwo great friend see good everyone
1933,0, throat hurts
1934,4, russmarshalek running hard take slow day amp take care little
1935,0, teampilipinas ooh dont make jakarta like last year watch video posted ur website
1936,0, homework really boring
1937,4, sammutimer expect photos lots baby progress updates hmm choosing twitter aunties uncles hehe
1938,0, tommcfly tom alredy miss sÃ£ Ã¢ Ã¢Â½o paulo glad back tomorrow wish could see take picture
1939,0, way early gt lt haha trying finish eclipse getting last minute stuff dad ugh wan na work today
1940,4, kirstyyxx ok would great thanks cant wait first visit liverpool
1941,4, _kymburrlee problem hope day goes swell get toooo much trouble haha kidding
1942,0, time massive pile ironing battlestar galactica keep company though
1943,0, ddlovato happened selena seems like youre ignoring please clarify
1944,4, may want glad going whatever takes happy
1945,0, owwwwww doozy headache tablets later taken slight edge
1946,0, liz gon na sleep ryans til bed comesss sad
1947,4, tom_one weeell couldnt bothered stay park atm work good x
1948,0, jaffne epredator oh great
1949,0, weekend uneventful
1950,0, looking forward school tomorrow
1951,0, shoes killing wearing high heels shoes touching toes
1952,4, janedoes stalker coat nothing underneath
1953,0, dougiemcfly going see today chile sad waiting since like years ago hope come back soon
1954,0, ad sad suicide hard enough deal even hardly know person connections
1955,0, frisky_filly well hope mum says back donno
1956,4, favorite part day
1957,4, jacquies love
1958,0, sleep hate
1959,0, dont get birthday party year
1960,0, took longest nap able sleep tonight
1961,4, kaythetie feisty little cat keep toes maybe yay kitties
1962,0, instict canada end result mlg cbus
1963,4, danigirl old room blue thought pink would cool turned little pink
1964,4, laurahoneyx oh yes wait wait new layout
1965,4, absolutelytrue ps stilll love avatar fav
1966,4, jjongie save ripping even though probs tech
1967,4, neutronned good scratch infection probably torgo shelter got antibiotics fine
1968,4, first day work
1969,0, appears removed cool feature warming back ipod
1970,0, drinking hot tea sore throat
1971,4, back form woodstock disco electrique ripped place
1972,0, ten pit stops still rolling stone
1973,0, watched performance jimmy kimmel youtube last wow sound extremely thought sa mic loud
1974,0, je suis dÃ£ Ã¢ Ã£ Ã¢ ue du rÃ£ Ã¢ sultat du test quot new kid would ridin baby daddy bus quot j ai eu joey
1975,0, trezzer aw bummer wonder twelve tonight morning
1976,0, ughh many exams week hot study failing
1977,4, bobbylongnews feels wonderful know almost hoping last words come easy
1978,0, june th new friday th srsly bad crap happened everyone know rough day
1979,0, sitting waiting go dentists go school
1980,4, melissaongsc yes alright shall cheese cheesy person
1981,4, jaymeallover neverr forget bbycakes
1982,0, jonasbrothers forget return brazil fans lot missing brazilian fans love lt Ã£ Ã¢ Ã¢
1983,0, sohammondal well kindda fillers saw th today new justsu made spot naruto gamatasu arnt gud
1984,4, syl twitter quot roubou quot meu perfil tive de refazÃ£ Ã¢Âª lo snif saudades tb beijo grande twitta
1985,0, megansaul wan na move new york
1986,4, give pin google messenger name
1987,4, dog went brisk walk km minutes including doggie bathroom breaks
1988,0, finally en twitter man crazy night last night minor accident neck hurts bad
1989,4, redecs ms ms
1990,4, yes man united
1991,4, iss lovely today happy still wouldnt mind desert island though
1992,0, heydani ugh envy comes june
1993,0, omgitsafox huggles sorry hugedorfhugz better
1994,4, darren lockyear voice always cracks lmao god love man
1995,4, im home ride motorcycle loh hahaha awesome
1996,4, sonnet wrote thank cards decorated envelopes doggie stickers made trace hand every card cute
1997,4, anyone follow
1998,0, babe left hour ago wan na sleep weeks
1999,4, friends family amazing people ever thank thank thank
2000,0, pulled quad done playing bummer
2001,0, toothache much fun
2002,4, marymacstudios hehe
2003,0, cntrymomma couldnt figure didnt get dog cage sorry ur traumatized
2004,0, still cant log tube either computers goes right back home page like havent even typed anything
2005,0, sleepy wondering never wrote certain things diary never know
2006,4, bonniegrove last dog tweet big small barking small high pitched something rarely mentioned annoying
2007,4, jillzworth hey babe
2008,4, melissa_johnson going tues first time months xxx
2009,4, uh last day virginia hope get home miss taylorswift
2010,4, early morning gon na go get ready
2011,4, workkkkk nommmm got jam mini rollsssssss
2012,4, new moon trailer awesomeee wait till november
2013,4, one best dinners far cup skimmed milk knew
2014,0, think sprained something foot
2015,0, ewwwwh work nine hours todayyy plus act classesss weekend better good
2016,4, way mi casa night twiggas
2017,4, got cutest dress cutest shoes dance friday excited
2018,4, bus way chattanooga remember still text
2019,0, lt blasting quot let fly quot hitting delete button
2020,0, damn today hurt losing st kilda amp carlton one week
2021,4, ilng thanks ill try u tweetdeck
2022,4, sheesh quake nerves second biggest earthquake experienced far
2023,0, pray april rose family right declining fast kathyireland nataliegrant
2024,4, enjoying beautiful state maine two days already feeling sooooo relaxed
2025,0, a_revolution going sunbathe bit heheeeeeeeee missed xxxxxxx
2026,4, vanessawhite glad show went well ness coming see newcastle tuesday
2027,0, lauriei happy b day sorry missed leave studio till fri hope great
2028,0, debut_steve yes going paid pub
2029,0, got work looks like gona good day scheduling meeting mins though
2030,0, girlwithnoname promise keep apprised months ice fall injury new year eve improvement sad
2031,0, sammyrichards yes yahoo iphone working
2032,0, anniephotos aww happened
2033,4, lady feel like wont get mind
2034,0, wish turn right arms safety dnt hav chance tlk def much better day need tlk
2035,4, nothing better first kiss great weekend
2036,0, bad rec cut lakes get work time think life flight
2037,0, lautern leads fucks sake cant true
2038,4, ha spilled coffee today
2039,0, mr expat spent hour checking work e mail computer feel missed tweet action
2040,0, knycol wtheo didnt get see dammit im sooooo sorry
2041,4, omg like fucking excited happy stuff love jason much wait show family vacation
2042,0, another night pub sick
2043,4, jzicari invite vine way
2044,4, thatmodelchick u pain shorty u finally started workin
2045,0, oh post camp depression kicking
2046,4, vv think saying
2047,4, sorry posted busy busy busy working
2048,4, ashleytisdale haha ur good times italy enjoy ur stay gurl
2049,4, twiiterella anything replies spam
2050,0, cayetanasmith ummm seeing
2051,4, took chance change life lol
2052,0, oh noes brothers xbox red ring death
2053,4, knowing probably would come back fight ticket thats gave us one brooke
2054,0, johnpvee made teary eyed
2055,0, amubd lol hope ya drive
2056,0, mornin go nans birthday boringgggg
2057,0, busy bummers always
2058,0, wut hummm waitin cum power like bf hate
2059,4, mipopochan worry grading thing broken check tell correct score later worry
2060,0, hi everyone hope day turned fine pity cork city sports cancelled
2061,4, home trying figure use twitter
2062,0, queenofspain hope everything ok let us know
2063,4, cant wait warper tour lt wan na see nick santino
2064,0, glad thats want lauren
2065,4, talkin cousin tina came visit
2066,4, icyreese bad homie find lol
2067,0, pagrrl aw work away right
2068,4, kirsty_wilson like low happily compromise c placing order
2069,4, banana_lo omg u watched laguna beach ppl know watched white girls hs talan soo cute
2070,4, geoffreydorne merci geoffrey dis moi c est pour bientÃ£ Ã¢ ton exam final
2071,4, jay z conan day hangover death autotune robotpickuplines amp palm pre star trek tonight show follow
2072,0, thats_ms_dragon hugs sad
2073,4, sitting hammock laying sun
2074,4, forget include name performing action like poke someone rhoh fun playing tlgame
2075,0, throat hurts much color war cheering
2076,0, big accident whitford beachlands head concrete power pole
2077,0, car died
2078,4, taylorswift aww amazing
2079,0, pharrell nooo hope yu get btr
2080,0, stephgelletta nice yeah would scared drive lol fruit punch yummy might stain
2081,4, johncmayer dude bump sandstorm nothing cures lonliness like nostalgia
2082,0, zmatt yeah sucky sucky
2083,0, play harp today fingers feeling like fat sausages
2084,4, hawkster uhm know chat key
2085,0, freakin sleepy make midnite hhhhh
2086,0, leonetworks touch let u know got deadline meet commit
2087,4, hey devinenews liked reply seeet
2088,0, loved transformers tired sleep
2089,4, njbondo hey number haha send message
2090,4, nasty clean hes asleep
2091,4, yts hi thank follow
2092,4, aimeelady kat_la lol bye guys talk later
2093,0, ohhh raving jb sound turned
2094,0, yikes kajagoogoo ageing worse comeback tour consists two dates one home town
2095,4, good thing tha today friday means weekend thereÃ£ Ã¢ school yayyyy
2096,4, mf lol always make laugh ctfu
