,Sentiment,Message
908243,4,@solangeknowles cn i gt a twit frm u pls?  Hva gr8 shw 2nyt !
1299904,4,My sumi salad is a work of art 
1010073,4,@vickeretta ...hopefully spend all day there on Tuesday and then go back for a bit on Wednesday 
151898,0,"i want to learn how to sew, i am finding the most amazing sewing projects lately and i have no idea how to do any of them "
1494045,4,Work sucked. I'm sneaking over to branhaven to meet up with Aaron. My parents think I'm running.  I really like him.
1097081,4,"@thehermitage  I hope you have somewhere beautiful to stay, to make the most of what is shaping up to be a glorious summer "
760183,0,#squarespace only 1 of those forever?!    Oh well.. it's been fun.
1355364,4,@kidgman I have the Terratec Komplexer loaded on my PC now! I have wave tables it can read now from the Waldorf Microwave II 
436913,0,@NiftyKnits Oh that stinks  It's hard to compete when the competition breaks the rules
361345,0,"@Enoch7thProphet  Umm i was suppose to go wit my cuz tonight, gaithersburg LAWD  "
417290,0,is new to the place and very bored  sucks!
539019,0,I spent the day at my cousin's house. We had a BBQ. I was cramping the whole time 
300814,0,"@TanukiMaki Aww, that sucks.  Gametrailers.com is usually fairly good at getting vids up. :/"
1079996,4,"@do0dlebugdebz oh really...same here...early for work on weekdays...about the &quot;UP&quot; movie, hope that could be shown in Asia too... "
542805,0,"@LaurenConrad awwww, i want your book "
464427,0,I don't like when people eat turtle 
1298100,4,@marginatasnaily thanx luva luva  xxx bend over &amp; I'll kiss u on the lips 
830236,4,Fucked up in  the way home 
643556,0,@gezd gutted about the B of the Bang 
1421105,4,@caronmcg haha thanks i will send it to that one then  x
869969,4,show do skank tava mto bom ontem! 
548183,0,At The AirPort on data roaming... Wishing i had never come to BCN i got fired from The bar cause i didn't work on monday 
1213658,4,@jessmauer Cool - drop me a line when you get here 
1124767,4,really nighty album from Jewel - Lullaby (2009). recently downloaded  enjoying..
1189121,4,"another familt reunion - this time it was last minute, and at our house! lol! the good thing was i went to church while Brian cleaned "
742917,0,Playing poker on PokerStars..and losing 
685052,0,I Rlly want sch holidays to be extended because everyone needs them!!!! Please MOE! 
856237,4,@AliceBartlett yes! i win. 
1276647,4,http://twitpic.com/6gbns - Okay so we are pretty much best friends. 6 years and still not sick of each other.  ily abaigail merrie
184477,0,"Wowwww. Must be the liquor talking, cuz its so difffff when ur sober!!! "
440561,0,@tinymicroserf I broke it.  It was actually working earlier! *sigh* guess it's gotta wait till the weekend now.  
114430,0,"My dog Wibset just got hit by a car. He is ok, but is in the animal hospital &amp; may have a broken leg. I am so sad "
245592,0,life and cooking 
382001,0,@juicyari the terrorist... ehhh ficky ficky = dishonorable discharge sooo let that go 
26521,0,"Really fed up of orange sluts coming into work, ordering 1 can of coke between like 8 of them and hogging my sunny tables "
854168,4,@_trisha oh yes I do....ill let u know the date asap 
736881,0,"I have lots of ideas. Trouble is, most of them suck "
305172,0,Just threw my old lappy into a giant bin full of dead computers one of the saddest moments of my life 
439850,0,@joeymcintyre Also I'm wondering wot a girl has to do for a shout out - feeling invisible    Off to cry!!
245214,0,"@Sxy_Jennifer haha yea you know i care  , dang how come you aint add me on myspace yet "
1318107,4,Start packing for holiday trip tomorrow 
954527,4,@JonathanRKnight Morning! Hope you are enjoying the sun. Enjoy your day at sea. I hope I get some sun here today 
369467,0,@dzirkler: Very cool....wish I could've been there. I'm so slammed with 2 projects that I get to stay glued to my monitor all weekend 
1435936,4,@claudialuvbunny sorry you're so bored. You should be here in Vegas partying with me 
702186,0,@aravindkumar I went late and it was crowded.  Had to leave during the break. But got to listen to Kalki. http://is.gd/17xaN
261964,0,Miley didnt win for breakthrough 
749236,0,finally out! these are going to be some long days. i have a headache too 
388465,0,My hubby will be in New York on Father's Day    Maybe I'll work on this while he's gone http://bit.ly/SWqrT
300975,0,@DehFamSincere I know 
622432,0,"@patryn20 Yeah in the house.  Moved the A/C so it's a lot better, at the expense of the rest of the house."
1200437,4,http://twitpic.com/6defk - My one yr old nephew watching his beer calories 
305910,0,@noeyfashowey you are at the point of wearing a mask? that doesn't sound fun... 
1482730,4,@DaRealsebastian o watch out! I'm at 14 now ) Who's ur Daddy 
540101,0,@honeybfly215 your missing all the festivities!!! So sad your not here 
1133269,4,"thought Up was the sweetest, saddest, most romantic, most awesome movie ever! What love! I cried so much ha. Think I'm weird if you like. "
960314,4,"@huoluohao HAHAHAHAHAH, dun worry,  its a good thing to hav me in ur house, my fren. HAHAHAHAH"
1247524,4,@amruth92 sure.. i'd be happy to tell everyone to come check you guys out.. 
858949,4,"@aplusk Thanks. It does seem like common sense for the most part, but very useful, nonetheless. I love the one about &quot;fresh&quot; air. Funny "
969043,4,@ReeseMcBlox  I have a book suggestion!  http://bit.ly/bFOHN  Hope you like it! 
1384496,4,@hkhd I'm sure there is something I want from ur side of the pond. Will get back to you on that! 
296747,0,Community supports 2-year-old with cancer (via @KTVB) http://tinyurl.com/njsepv  Poor child
705558,0,"Gah  just filled up on gas, full tank, two days ago. Now I'm at half tank!"
1102670,4,finished organising my books. I feel like a librarian now 
1184697,4,just 2 more weeks of school... now just having fun with my brother 
1513864,4,@RockstarAtHeart good night 
1025332,4,@Krabholtz411 I give a crap  so what you talking bout anyway?
1107252,4,@sunky Pushing Daisies-1 of most romantic ever. Name another show where they luv each other from the beginning &amp; show is still romantic! 
523224,0,Just woke up still a bit tired 
1252517,4,Can't wait for New Moon  Night xxx
1446621,4,"@sriiniivas Awesome, thanks!  How about you?"
1426499,4,"Oh my... In jase, trying to hook tim up... So many single pretty girls... It is great to be a 27 year old looking 31 year old "
1421014,4,@kaycfaceee awww so did i!  i hope you both come next week!
213233,0,"was heading to the pool, or so I thought... working now "
1254498,4,Destiny's then project.... Let's go!!!! 
1243940,4,job interview 
897598,4,@ibreathesbs m'kay 
1448673,4,@EgyptoKnuckles We appreciate it 
1527770,4,but you're just a boy. 
188623,0,ugh. i just saw a giant spider crawl behind my bed. I CANT SLEEP now without worrying it will crawl into my mouth when i sleep 
509732,0,@jamieed where in wales u from? U r soo lucky u saw jb last night. My parents wont drive me to england! 
690174,0,woohooo! good morning world! oddly in a good mood! doesn't happen a lot anymore 
1323665,4,@natobasso Can't say in good company 
329510,0,i cant find jamai on twitter. 
1260666,4,@docmarvy the age of consent in Nebraska is 17 so you are in the clear. 
1434877,4,I weigh 40kg about 6and half stone 
573927,0,I have to go do some stupid physics now  i hate science!!!!!!!!
104464,0,@DominicCArcenas Awww im sorry to hear that.  its never fun to go through a break up  i might have to too soon 
1005973,4,@Luv_ChelseaFC well I guess busy is good!  What are your weekend plans?
1162978,4,"@sammi_jade Yeah babe, much better  You ok? We missed you on here lastnight booo! xxx"
547923,0,@forcedexit Ouch. I'm sorry that happened.  Recourse?
183598,0,@AznDiva I'm so sad right now. our kitty is missing since yesterday...he's one of my bestest friends  *crying*
17550,0,Rummicube just started and I haven't put anything down     http://twitpic.com/3ky2m
926153,4,"@kimberlythomas1 Happy Mother's Day, there Kim. I'm spending mine listening to Phillip rant.  Woot!"
318849,0,Work all day  &lt;16 days till ROAD TRIP!&gt;
1039670,4,Say hello to e graduate.  i got my 1st A! Haha.
41312,0,@tyrelassie Oh not nice  I went to bed at midnight (early for me) and was still awake at 5.30am. Bah!
148008,0,Had to turn down a job today. Cruel world 
251614,0,back to college 2moz 
1150582,4,@spencermckinney Nice job! You deserve a star sticker for that one. 
300294,0,@bbgeekchic: Wondering why everything always has to revolve around sex... *I thought I was the only one missing the romantic courtship 
1239620,4,Guitar Hero 5 line up http://bit.ly/wDWNJ  
523220,0,hopes to tell her about that someday.  http://plurk.com/p/11e90c
1385635,4,@peekay27 Hope you feel better soon and the new job going well?  x
1409828,4,Investigated for damage this morning &amp; didn't find much..PTL! Rough night &amp; now the kids don't think they want to live here 
585989,0,@YSLaurenT u should be here nowwwwwwwww!! i miss u 
899243,4,Engaged!!!!!!!!!!!!!  Happiest night of my life  Future Mrs. Kruse 
371732,0,That storm was SICK I wish it had lasted longer though 
79098,0,thinking about doing master's... so confused about changing uni or staying in Monash 
987847,4,Good morning sunshines!!!!! Off to school! 
484069,0,getting furloughed probably  
1545571,4,@BearTwinsMom im there and we have four dogs at mine so bring the big shoval for the poop in the back yard 
318756,0,someone needs to make me breakfast!! 
1292971,4,@simnor Looks clean  Is all of the text anti-aliased?
742286,0,Happy Fathers Day!..its raining. Can't go swimming 
491063,0,Oh the joys of living in west tn...TORNADO WARNINGS! 
743381,0,"@IRNRYN I would, but just got Prototype and gonna give it a whirl. "
931306,4,"@UserVoiceHQ I should also say I am an absolute advocate of your type of service,have seen what it did for Dell etc. "
972914,4,This is most definitely the hardest sheet of drum notes i've had to decode. Thanks mr. Bettis! Ha ha 
608796,0,going tooooo work 
288550,0,@goodinparts Retriever/lab type dogs certainly love the water lol! I'm always having to hose mine down on account of his love of fox poo 
1181558,4,WOW! Now that was a Victory Party for the Outlaw's Last night! 1/2 Case Bubbly and 6 Bottles! 
48034,0,"When u used 2 say &quot;i'll c u 2morrow&quot;, i used 2 believe u, now, i've given up. See me when u can ACTUALLY b bovverd "
18586,0,talked to popo!!!!!!!!!!!!!    I MISS HER!!! she's the only one i'm sad to miss.
1347939,4,@lowcalgal You go girl! 
1472539,4,"@BrigidAlverson thanks! &lt;3 My mom was in ER last year, but my dad's condition was A LOT less severe. Gonna bring him some Filipino treats "
1234127,4,"@joeyanne yup  mum bought one on Friday, its pretty amazing tbh, I love it!"
1148965,4,"@NancyDee_Online Btw, I wanna go to Luckie Lounge next time I come to the A. Onyx too "
370271,0,looks like i'll be alone again tonight 
739377,0,On the road 
807572,4,"@TomFelton Wow, you're online RIGHT now! "
186266,0,swear sometimes she wish she had someone she could just cry to 
1378293,4,@jorryanz. how about you just tell me. 
1129516,4,To all the Twitter fairies (video): http://bit.ly/10hLvG   
276314,0,@sushisexpop well that's a bummer - it sounded interesting 
228746,0,"Blink 182- favorite band. Taking back Sunday, weezer-awesome bands. Irvine. Couldn't have been a more perfect concert for me. Sold out. "
1256534,4,"@jaysingh good morning, my friend! Happy to see you "
836297,4,Is eating breakfast then going to watch other people have fun at the fair. 
548526,0,"@anissaparamita i'm looking for everyday earrings too nis coz my current earrings are not that good  if i find them, i'll text you kay"
1443337,4,"@andyclemmensen andy, i NEED to know about the signed sway sway on shortstack.com.au  can istill get it, cos you only put it up on the 5th"
1519592,4,Just Be Yourself 
1536336,4,"@chrishasboobs just watched ur lasted vids, great stuff  u co I g england any time soon?"
527612,0,My poor little daughter has a fever 
